Date,Open,High,Low,Close,Volume,Market Cap
"Nov 19, 2019","$ 8,305.13","$ 8,408.52","$ 8,099.96","$ 8,206.15","$ 21,08,36,13,816.00","$ 1,48,17,83,76,843.00"
"Nov 18, 2019","$ 8,573.98","$ 8,653.28","$ 8,273.57","$ 8,309.29","$ 21,57,94,70,673.00","$ 1,50,02,57,12,267.00"
"Nov 17, 2019","$ 8,549.47","$ 8,727.79","$ 8,500.97","$ 8,577.98","$ 18,66,86,38,897.00","$ 1,54,86,18,42,425.00"
"Nov 16, 2019","$ 8,491.17","$ 8,592.00","$ 8,473.97","$ 8,550.76","$ 16,49,53,89,808.00","$ 1,54,35,40,54,194.00"
"Nov 15, 2019","$ 8,705.71","$ 8,730.87","$ 8,484.84","$ 8,491.99","$ 21,79,68,56,471.00","$ 1,53,27,74,83,626.00"
"Nov 14, 2019","$ 8,811.94","$ 8,826.94","$ 8,692.55","$ 8,708.10","$ 19,08,47,39,975.00","$ 1,57,16,09,74,644.00"
"Nov 13, 2019","$ 8,812.03","$ 8,836.84","$ 8,761.65","$ 8,808.26","$ 17,54,57,55,405.00","$ 1,58,94,99,42,842.00"
"Nov 12, 2019","$ 8,759.75","$ 8,853.77","$ 8,685.43","$ 8,815.66","$ 20,30,97,69,107.00","$ 1,59,06,87,12,900.00"
"Nov 11, 2019","$ 9,056.92","$ 9,081.28","$ 8,700.61","$ 8,757.79","$ 20,26,55,10,765.00","$ 1,58,00,97,72,437.00"
"Nov 10, 2019","$ 8,812.49","$ 9,103.83","$ 8,806.16","$ 9,055.53","$ 20,58,79,19,881.00","$ 1,63,36,44,06,732.00"
"Nov 09, 2019","$ 8,809.47","$ 8,891.82","$ 8,793.16","$ 8,813.58","$ 17,57,86,30,606.00","$ 1,58,98,14,89,715.00"
"Nov 08, 2019","$ 9,265.37","$ 9,272.76","$ 8,775.53","$ 8,804.88","$ 24,33,30,37,836.00","$ 1,58,80,85,70,729.00"
"Nov 07, 2019","$ 9,352.39","$ 9,368.48","$ 9,202.35","$ 9,267.56","$ 22,70,03,83,839.00","$ 1,67,13,87,22,904.00"
"Nov 06, 2019","$ 9,340.86","$ 9,423.24","$ 9,305.91","$ 9,360.88","$ 23,13,38,95,765.00","$ 1,68,80,61,51,583.00"
"Nov 05, 2019","$ 9,413.00","$ 9,457.42","$ 9,256.93","$ 9,342.53","$ 26,19,86,09,048.00","$ 1,68,45,97,78,835.00"
